dn
"ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=sp082,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=af090,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=jm115,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ml128,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=cl057,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=rg042,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mg187,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ag148,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=lg045,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mg188,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ds179,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=vm036,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=sg154,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mh294,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=nd044,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mh295,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=vk060,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=js353,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=sk303,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=lk129,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ak257,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=dl050,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ml130,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=sp081,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ml129,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mp139,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=dm103,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=do020,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ap094,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mr170,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=lr056,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=lt030,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=jz038,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ns117,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=bb090,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=lz020,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=pm059,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=am180,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mw207,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mk306,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=as331,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=js356,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=as330,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ms507,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ss455,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=lr057,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=js355,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=is072,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=so043,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=st072,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=sb253,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=kt042,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=jp079,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ak258,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=eo021,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=sp083,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=lb113,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=fa019,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=tm096,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=kw074,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=js354,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ah196,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=st073,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=gg032,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ms508,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=gm031,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=jw130,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=fi005,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ca043,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=du008,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=eh039,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ma095,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=me100,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=cb167,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=pr059,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ab236,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=am181,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=jb205,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ct030,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ss456,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=pt019,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mw208,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=sw187,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=jh210,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=as329,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=sg155,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ml131,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=jg120,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mp140,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=lp063,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ss458,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=kh113,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=at065,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=cs257,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=jw132,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ia018,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=in015,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=cb168,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=as332,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mg189,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ad080,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=aa068,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=rk066,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ns118,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=gs036,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=sh279,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=jh211,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ms509,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=tr084,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=sk304,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=jl110,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ce045,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=dl051,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=jf094,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=jb206,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ss457,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=hm036,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=nb100,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=sm195,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=lg046,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=na030,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=tn044,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=jw131,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=lv030,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=vh050,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=jd079,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=yp009,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mk308,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=af091,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=lb115,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=nd045,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ik049,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=bb091,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=bk097,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=kb117,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=dr070,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=tb128,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=lb114,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=jg121,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ac047,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=vl029,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=sh280,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=es102,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ae064,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ks190,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=nj017,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mo048,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ra024,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=fg062,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=fg061,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=gk041,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=op009,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ib036,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=cn026,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=hd025,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mv065,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=aw144,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=np038,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=cf066,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ls132,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mc052,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=sp084,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=rk067,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mc051,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=as333,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=vj006,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=rs114,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=co023,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ms510,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=np039,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mp141,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ff047,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=cs258,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=sp085,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=fm071,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=bh060,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=jk197,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ln026,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=vp026,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=sk306,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=sg156,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=jg123,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=lf050,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ma096,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=lk130,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=lb116,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=cs259,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=jg122,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=aa069,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=fw049,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=lb117,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=pm060,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=lw081,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=fs121,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=vb046,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=es103,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ps122,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=cm120,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=cz025,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=wv004,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=bh059,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=rm050,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=sf097,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=sb254,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ek077,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=sk305,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=pf025,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mt086,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=aw145,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=jm116,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mb303,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=tk138,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=jb207,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ik050,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=cm121,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ih037,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ab237,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mg190,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=az039,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=lz021,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=tk139,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=lg047,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=rg043,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mh296,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=jk198,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=jk199,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=sk307,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=cc028,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mk310,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mk309,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=dv029,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=sd109,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=cl058,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=il027,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=nl042,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=sm196,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=lm093,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=tr086,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=jp080,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=as334,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=my018,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=jm117,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=sm197,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=jd080,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=lo018,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=dr071,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=tr085,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=or014,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ss459,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ls133,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=js357,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ms511,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ks191,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=st074,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=yw013,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=hz015,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ah197,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=lg048,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=nz014,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=nk095,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=jm118,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ks192,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=nf032,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mh297,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=tl055,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=bd029,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=jj034,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ye009,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=hd026,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=vn007,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mb304,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=th117,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=fk093,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=aa070,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=pt020,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=vs076,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=lk132,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=jb208,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ks193,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=te032,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ek078,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=se084,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=fg063,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=jw133,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=km077,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=tk140,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ad081,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ah198,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ds180,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=tm097,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=jw134,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=tk141,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ss460,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=sk308,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=zy003,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=bl035,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=sl125,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=qs002,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=xy002,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=rc017,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=me101,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=bz019,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mi020,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ab238,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=bi007,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=xl010,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ck162,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=aw146,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ss461,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=as335,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=jg124,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=jp081,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=pt021,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=el026,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=cm122,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=jd081,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=tl056,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=js358,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=sm198,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=pb069,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=tc016,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=pf026,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ch145,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=lk133,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=vomenko,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=schaeferj,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ryhaenen,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=viets,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=dr072,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=co024,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=nb101,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ed027,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mo049,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mathes,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=tf047,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=lk134,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=md113,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=bc021,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=tg076,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=jansenc,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=kraus,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=js359,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=da033,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=nm058,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=jp082,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=dj028,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ar131,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=as336,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=sm199,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=hh054,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=nw064,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ba035,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=td043,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=vm037,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=jh212,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=rueger,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=hermann,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=sr154,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=irmler,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=kh114,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=dn027,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=vm035,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ag147,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=henkel-waidhofer,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=sb247,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=bs093,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=hp022,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ja050,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mg171,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=forster,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mayerp,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=sl121,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mt060,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=grasemann,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=jn029,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=spitzer,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=eh029,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=haack,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=vv007,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=dw067,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=cp055,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=az040,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=lj023,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=lj025,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=jg119,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=jd061,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=fs119,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=lk131,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=dv030,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=kb118,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=cs260,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=sh281,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=as337,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mb305,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=tz020,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=butzm,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mh293,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=dr060,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mf154,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ms392,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=michels,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=xy03,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=bathow,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=pu006,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=voelk,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=cp041,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=hd020,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=eisenbeis,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=am183,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=cw098,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=cv021,ou=userlist,dc=hdm-stuttgart,dc=de"
